,date,md_plus_code,md_minus_code,season,distance,distance_over_21,distance_over_24,distance_over_27,accel_decel_over_2_5,accel_decel_over_3_5,accel_decel_over_4_5,day_duration,peak_speed,hr_zone_1_hms,hr_zone_2_hms,hr_zone_3_hms,hr_zone_4_hms,hr_zone_5_hms,bio_baseline_completeness,bio_baseline_composite,emboss_baseline_score,msk_joint_range_baseline_completeness,msk_joint_range_baseline_composite,msk_load_tolerance_baseline_completeness,msk_load_tolerance_baseline_composite,sleep_baseline_completeness,sleep_baseline_composite,soreness_baseline_completeness,soreness_baseline_composite,subjective_baseline_completeness,subjective_baseline_composite,dynamic__agility__acceleration,dynamic__agility__deceleration,dynamic__jump__land,dynamic__jump__pre-load,dynamic__jump__take off,dynamic__sprint__acceleration,dynamic__sprint__max velocity,dynamic__upper body__pull,dynamic__upper body__push,isometric__agility__acceleration,isometric__agility__deceleration,isometric__agility__rotate,isometric__jump__land,isometric__jump__pre-load,isometric__jump__take off,isometric__sprint__acceleration,isometric__sprint__max velocity,isometric__upper body__grapple,isometric__upper body__pull,isometric__upper body__push
260,2024-04-17,2.0,-6.0,2023/2024,3910.924298,108.9516362,36.53037606,0.763157473,127.7670906,50.62323027,10.81967925,00:51:50,26.9674,0 days 00:03:26,0 days 00:13:01,0 days 00:19:39,0 days 00:16:56,0 days 00:02:17,0.631578947,-0.206527778,-0.112157407,0.2105263157894736,0.164375,0.2105263157894736,-0.06375,0.3947368421052631,-0.240666667,0.2105263157894736,-0.19,0.3947368421052631,-0.046666667,0.43,0.89,0.655,0.53,0.64,0.43,0.628,0.89,0.43,0.52,1.1365,0.0,0.0,0.52,0.0,0.52,-0.2,0.0,0.0,0.704
261,2024-04-18,3.0,-5.0,2023/2024,5947.895493,275.8297426,16.53701399,0.0,156.6660897,43.78466473,11.32697737,01:18:54,25.4652,0 days 00:02:17,0 days 00:13:21,0 days 00:22:22,0 days 00:24:32,0 days 00:00:12,0.0,0.0,-0.213558201,0.0,0.0,0.0,0.0,0.5526315789473685,-0.148095238,0.2763157894736842,-0.800909091,0.5526315789473685,-0.099365079,0.43,0.89,0.655,0.53,0.64,0.43,0.628,0.89,0.43,0.52,1.1365,0.0,0.0,0.52,0.0,0.52,-0.2,0.0,0.0,0.704
262,2024-04-19,4.0,-4.0,2023/2024,6286.559024,383.8228888,199.8708836,58.55073961,128.2755128,38.70118886,9.784116317,01:34:18,29.9092,0 days 00:10:32,0 days 00:23:17,0 days 00:21:50,0 days 00:09:48,0 days 00:00:01,0.0,0.0,0.1369444444444444,0.0,0.0,0.0,0.0,0.3225806451612903,0.066,0.032258065,0.0,0.3225806451612903,0.2519999999999999,0.43,0.89,0.655,0.53,0.64,0.43,0.628,0.89,0.43,0.52,1.1365,0.0,0.0,0.52,0.0,0.52,-0.2,0.0,0.0,0.704
263,2024-04-20,5.0,-3.0,2023/2024,6791.998328,407.0514731,145.2474482,56.04704258,144.6859486,38.76364369,6.973644469,01:28:06,31.1817,0 days 00:04:18,0 days 00:14:52,0 days 00:26:50,0 days 00:29:20,0 days 00:00:46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.89,0.655,0.53,0.64,0.43,0.628,0.89,0.43,0.52,1.1365,0.0,0.0,0.52,0.0,0.52,-0.2,0.0,0.0,0.704
264,2024-04-21,6.0,-2.0,2023/2024,2355.628045,99.26986759,28.52060039,0.0,48.5982248,15.76648777,1.793560151,01:15:14,26.0263,0 days 00:11:12,0 days 00:15:59,0 days 00:09:33,0 days 00:03:35,0 days 00:00:00,0.0,0.0,-0.154548611,0.2580645161290322,0.1868749999999999,0.0,0.0,0.3548387096774194,-0.563636364,0.1290322580645161,-0.0475,0.3548387096774194,-0.382121212,0.43,0.89,0.655,0.53,0.64,0.43,0.628,0.89,0.43,0.52,1.1365,0.0,0.0,0.52,0.0,0.52,-0.2,0.0,0.0,0.704
265,2024-04-22,7.0,-1.0,2023/2024,5387.530861,62.68693817,45.41946065,10.40341951,127.0446807,38.92436369,9.417471535,01:12:50,28.0976,0 days 00:02:39,0 days 00:14:20,0 days 00:17:56,0 days 00:15:03,0 days 00:00:11,0.3655913978494623,-0.256805556,-0.130779915,0.0,0.0,0.0,0.0,0.3225806451612903,-0.251,0.032258065,0.095,0.3225806451612903,0.0399999999999999,0.43,0.89,0.664,0.521,0.64,0.43,0.628,0.89,0.43,0.52,1.1365,0.0,0.0,0.52,0.0,0.52,-0.2,0.0,0.0,0.704
266,2024-04-23,0.0,0.0,2023/2024,7295.957331,584.7042982,236.7478543,72.64242552,145.8674387,58.82124064,24.16138248,00:56:19,30.35103357,0 days 00:02:39,0 days 00:08:19,0 days 00:20:26,0 days 00:22:08,0 days 00:01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.89,0.664,0.521,0.64,0.43,0.628,0.89,0.43,0.52,1.1365,0.0,0.0,0.52,0.0,0.52,-0.2,0.0,0.0,0.704
267,2024-04-24,1.0,-3.0,2023/2024,3095.016938,94.39164851,42.87392616,33.7902994,80.26718566,34.62420848,9.690957044,00:34:33,32.7086,0 days 00:02:05,0 days 00:03:27,0 days 00:05:12,0 days 00:03:28,0 days 00:00:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.89,0.664,0.521,0.64,0.43,0.628,0.89,0.43,0.52,1.1365,0.0,0.0,0.52,0.0,0.52,-0.2,0.0,0.0,0.704
268,2024-04-25,2.0,-2.0,2023/2024,2860.203325,160.8610528,29.27448185,18.88886449,82.20054083,29.82718975,12.3731375,00:53:23,29.39065,0 days 00:03:30,0 days 00:09:15,0 days 00:08:37,0 days 00:10:44,0 days 00:00:04,0.543859649,-0.130530303,-0.175558081,0.131578947368421,0.048,0.131578947368421,-0.2,0.4473684210526316,0.088235294,0.2236842105263158,-0.91,0.4473684210526316,-0.074901961,0.43,0.89,0.664,0.521,0.63,0.43,0.628,0.89,0.43,0.52,1.1365,0.0,0.0,0.52,0.0,0.52,-0.2,0.0,0.0,0.704
269,2024-04-26,3.0,-1.0,2023/2024,3133.131349,76.54740052,7.084599157,8.710581414,27.70845697,6.82505516,2.818084671,01:14:09,28.89,0 days 00:12:36,0 days 00:19:50,0 days 00:09:44,0 days 00:03:22,0 days 00:00:01,0.0,0.0,-0.297916667,0.0,0.0,0.026315789,-0.2,0.4473684210526316,-0.307647059,0.2105263157894736,-1.0,0.4473684210526316,-0.320980392,0.43,0.89,0.664,0.521,0.63,0.43,0.628,0.89,0.43,0.52,1.1365,0.0,0.0,0.52,0.0,0.52,0.1995,0.0,0.0,0.704
270,2024-04-27,0.0,0.0,2023/2024,10532.64671,845.6525361,339.1457814,124.3094358,225.2475053,89.78485983,36.75464593,01:50:00,30.77126,0 days 00:09:09,0 days 00:08:54,0 days 00:01:56,0 days 00:07:51,0 days 00:00:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.89,0.664,0.521,0.63,0.43,0.628,0.89,0.43,0.52,1.1365,0.0,0.0,0.52,0.0,0.52,0.1995,0.0,0.0,0.704
271,2024-04-28,1.0,-4.0,2023/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.89,0.664,0.521,0.63,0.43,0.628,0.89,0.43,0.52,1.1365,0.0,0.0,0.52,0.0,0.52,0.1995,0.0,0.0,0.704
272,2024-04-29,2.0,-3.0,2023/2024,5114.786643,358.6754329,148.8484611,6.500793691,110.6946188,29.98913141,6.048740258,01:18:53,27.5607,0 days 00:03:33,0 days 00:24:40,0 days 00:24:12,0 days 00:16:01,0 days 00:00:03,0.4301075268817204,-0.030238095,0.0196547619047619,0.2580645161290322,0.084375,0.2580645161290322,-0.066875,0.3225806451612903,0.123,0.064516129,-0.095,0.3225806451612903,-0.080666667,0.43,0.89,0.664,0.521,0.6395,0.43,0.628,0.89,0.43,0.52,1.1365,0.0,0.0,0.52,0.0,0.52,0.1995,0.0,0.0,0.704
273,2024-04-30,3.0,-2.0,2023/2024,3271.981216,12.7830526,16.68157939,23.69100124,112.6938646,39.27136853,12.69083339,01:14:25,31.122,0 days 00:10:27,0 days 00:24:58,0 days 00:18:39,0 days 00:04:17,0 days 00:00:10,0.0,0.0,-0.058277778,0.0,0.0,0.0,0.0,0.3225806451612903,-0.235,0.096774194,-0.063333333,0.3225806451612903,-0.046,0.43,0.89,0.664,0.521,0.6395,0.43,0.628,0.89,0.43,0.52,1.1365,0.0,0.0,0.52,0.0,0.52,0.1995,0.0,0.0,0.704
274,2024-05-01,4.0,-1.0,2023/2024,5645.102922,140.8864576,22.72726487,12.84926775,92.83988502,33.96776509,9.439023387,01:21:50,29.824,0 days 00:06:59,0 days 00:20:01,0 days 00:20:12,0 days 00:12:11,0 days 00:00:18,0.0,0.0,-0.091027778,0.0,0.0,0.0,0.0,0.3225806451612903,-0.125,0.064516129,-0.29,0.3225806451612903,-0.092333333,0.43,0.89,0.664,0.521,0.6395,0.43,0.628,0.89,0.43,0.52,1.1365,0.0,0.0,0.52,0.0,0.52,0.1995,0.0,0.0,0.704
275,2024-05-02,0.0,0.0,2023/2024,10871.14825,845.2788805,446.4503202,163.3089198,242.4705168,88.73686847,32.03873726,01:32:44,31.69374,0 days 00:10:04,0 days 00:24:41,0 days 00:03:59,0 days 00:11:11,0 days 00:00:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.89,0.664,0.521,0.6395,0.43,0.628,0.89,0.43,0.52,1.1365,0.0,0.0,0.52,0.0,0.52,0.1995,0.0,0.0,0.704
276,2024-05-03,1.0,-2.0,2023/2024,3165.690342,45.16290641,31.06245995,4.200584307,89.00157895,23.47249469,2.997394315,00:45:36,27.2818,0 days 00:03:26,0 days 00:11:13,0 days 00:12:30,0 days 00:08:42,0 days 00:00:05,0.0,0.0,-0.091442308,0.2580645161290322,-0.018125,0.032258065,-0.07,0.3548387096774194,-0.450909091,0.1451612903225806,-0.002,0.3548387096774194,-0.186060606,0.43,0.89,0.664,0.521,0.6395,0.43,0.628,0.89,0.43,0.52,1.1365,0.0,0.0,0.52,0.0,0.52,0.1995,0.0,0.0,0.704
277,2024-05-04,2.0,-1.0,2023/2024,3626.202748,129.6001969,81.46236042,30.20721242,108.0868999,31.97966753,11.69721396,01:07:32,30.05665,0 days 00:06:39,0 days 00:17:53,0 days 00:19:03,0 days 00:10:30,0 days 00:00:02,0.2258064516129032,0.053125,0.011805556,0.0,0.0,0.0,0.0,0.4516129032258064,-0.169285714,0.080645161,0.1933333333333333,0.4516129032258064,0.0009523809523809544,0.43,0.89,0.664,0.521,0.6395,0.43,0.628,0.89,0.43,0.52,1.1365,0.0,0.0,0.52,0.0,0.52,0.1995,0.0,0.0,0.704
278,2024-05-05,0.0,0.0,2023/2024,8699.668739,205.5359089,142.2056183,54.88395604,207.8481916,76.81483573,27.4842176,01:30:38,30.76626,0 days 00:05:53,0 days 00:22:04,0 days 00:15:10,0 days 00:20:33,0 days 00:00:38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.89,0.664,0.521,0.6395,0.43,0.628,0.89,0.43,0.52,1.1365,0.0,0.0,0.52,0.0,0.52,0.1995,0.0,0.0,0.704
279,2024-05-06,1.0,-5.0,2023/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.89,0.664,0.521,0.6395,0.43,0.628,0.89,0.43,0.52,1.1365,0.0,0.0,0.52,0.0,0.52,0.1995,0.0,0.0,0.704
280,2024-05-07,2.0,-4.0,2023/2024,4500.724694,243.9144131,84.62431442,37.66332113,171.4921737,62.85120388,17.82275039,01:28:30,30.4293,0 days 00:03:44,0 days 00:17:28,0 days 00:19:46,0 days 00:18:06,0 days 00:00:53,0.4946236559139785,-0.007083333,-0.009322917,0.2580645161290322,0.133125,0.2580645161290322,-0.10375,0.3548387096774194,-0.212727273,0.032258065,0.0,0.3548387096774194,0.0121212121212121,0.43,0.89,0.664,0.4785,0.6295,0.43,0.663,0.89,0.43,0.52,1.1365,0.0,0.0,0.52,0.0,0.52,0.1995,0.0,0.0,0.704
281,2024-05-08,3.0,-3.0,2023/2024,6711.565225,266.6546224,97.7649587,46.57500931,102.7491477,29.85788216,7.651723697,01:22:16,30.6579,0 days 00:03:13,0 days 00:14:35,0 days 00:27:31,0 days 00:20:25,0 days 00:00:07,0.0,0.0,-0.009444444,0.0,0.0,0.032258065,0.12,0.4516129032258064,-0.098571429,0.064516129,0.0,0.4516129032258064,-0.02452381,0.43,0.89,0.664,0.4355,0.6395,0.43,0.625,0.89,0.43,0.52,1.1365,0.0,0.0,0.52,0.0,0.52,0.1995,0.0,0.0,0.704
282,2024-05-09,4.0,-2.0,2023/2024,5020.869577,186.3637497,48.22446526,8.106306868,128.2970844,38.24328801,12.67781114,01:19:18,27.6605,0 days 00:02:41,0 days 00:16:42,0 days 00:18:00,0 days 00:17:22,0 days 00:00:08,0.0,0.0,0.006666667,0.0,0.0,0.0,0.0,0.4838709677419355,-0.085333333,0.064516129,-0.48,0.4838709677419355,0.078222222,0.43,0.89,0.664,0.4355,0.6395,0.43,0.625,0.89,0.43,0.52,1.1365,0.0,0.0,0.52,0.0,0.52,0.1995,0.0,0.0,0.704
283,2024-05-10,5.0,-1.0,2023/2024,6104.610874,63.86150257,25.12258433,7.269924634,115.8017037,26.77204138,8.057467265,01:29:46,27.6885,0 days 00:12:18,0 days 00:30:30,0 days 00:22:46,0 days 00:12:22,0 days 00:00:02,0.0,0.0,0.0615185185185185,0.0,0.0,0.0,0.0,0.4838709677419355,-0.005333333,0.064516129,-0.48,0.4838709677419355,0.1657777777777777,0.43,0.876,0.664,0.4785,0.6295,0.43,0.625,0.876,0.43,0.52,1.1365,0.0,0.0,0.52,0.0,0.52,0.1995,0.0,0.0,0.704
284,2024-05-11,0.0,0.0,2023/2024,6464.2111,498.2522285,332.4614382,175.9515429,162.8882142,67.49569598,24.06701105,00:43:01,32.22637833,0 days 00:01:26,0 days 00:00:55,0 days 00:21:23,0 days 00:19:27,0 days 00:00:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.876,0.664,0.4785,0.6295,0.43,0.625,0.876,0.43,0.52,1.1365,0.0,0.0,0.52,0.0,0.52,0.1995,0.0,0.0,0.704
285,2024-05-12,1.0,-3.0,2023/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.876,0.664,0.4785,0.6295,0.43,0.625,0.876,0.43,0.52,1.1365,0.0,0.0,0.52,0.0,0.52,0.1995,0.0,0.0,0.704
286,2024-05-13,2.0,-2.0,2023/2024,3444.150988,64.13571223,51.85152718,9.282632944,74.75597537,17.5950701,6.174844175,00:46:33,28.5688,0 days 00:03:06,0 days 00:07:09,0 days 00:13:12,0 days 00:03:46,0 days 00:00:02,0.4408602150537635,-0.039880952,-0.022769097,0.2580645161290322,0.085,0.2580645161290322,0.0225,0.5161290322580645,-0.234375,0.032258065,0.19,0.5161290322580645,-0.039166667,0.43,0.876,0.664,0.483,0.64,0.43,0.625,0.876,0.43,0.52,1.1365,0.0,0.0,0.52,0.0,0.52,0.1995,0.0,0.0,0.704
287,2024-05-14,3.0,-1.0,2023/2024,2587.131755,70.6653177,30.98230735,8.980481933,97.7229668,19.37145943,4.767494235,00:54:00,27.7773,0 days 00:04:55,0 days 00:16:53,0 days 00:18:15,0 days 00:10:24,0 days 00:00:08,0.0,0.0,-0.113782051,0.0,0.0,0.0,0.0,0.4193548387096774,-0.315384615,0.064516129,-0.385,0.4193548387096774,-0.065641026,0.43,0.876,0.664,0.483,0.64,0.43,0.625,0.876,0.43,0.49,1.1365,0.0,0.0,0.49,0.0,0.49,0.1995,0.0,0.0,0.704
288,2024-05-15,0.0,0.0,2023/2024,10490.68823,871.1515883,467.4454001,194.7796727,254.0944266,108.6434461,36.6347172,01:11:46,31.79172,0 days 00:03:02,0 days 00:09:39,0 days 00:07:16,0 days 00:23:24,0 days 00:01:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.876,0.664,0.483,0.64,0.43,0.625,0.876,0.43,0.49,1.1365,0.0,0.0,0.49,0.0,0.49,0.1995,0.0,0.0,0.704
289,2024-05-16,1.0,-3.0,2023/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.876,0.664,0.483,0.64,0.43,0.625,0.876,0.43,0.49,1.1365,0.0,0.0,0.49,0.0,0.49,0.1995,0.0,0.0,0.704
290,2024-05-17,2.0,-2.0,2023/2024,3655.996877,68.67751269,21.91444684,9.035614557,96.62356508,29.27725526,6.961803914,00:53:49,27.6965,0 days 00:02:52,0 days 00:11:54,0 days 00:18:32,0 days 00:12:28,0 days 00:00:02,0.0,0.0,-0.035903846,0.2903225806451613,0.2272222222222222,0.2903225806451613,-0.123333333,0.4193548387096774,-0.066153846,0.048387097,-0.19,0.4193548387096774,-0.058717949,0.43,0.876,0.664,0.4555,0.62,0.43,0.625,0.876,0.43,0.49,1.1365,0.0,0.0,0.49,0.0,0.49,0.1995,0.0,0.0,0.704
291,2024-05-18,3.0,-1.0,2023/2024,5432.013397,6.917507562,6.780419084,17.84326634,145.7388397,42.03021826,11.80988778,01:31:19,30.0269,0 days 00:11:38,0 days 00:22:23,0 days 00:19:14,0 days 00:18:27,0 days 00:00:11,0.2795698924731182,0.1033333333333333,0.0114957264957265,0.0,0.0,0.096774194,-0.103333333,0.3548387096774194,-0.021818182,0.080645161,-0.063333333,0.3548387096774194,-0.015151515,0.43,0.876,0.664,0.4555,0.62,0.43,0.625,0.876,0.43,0.49,1.1365,0.0,0.0,0.49,0.0,0.49,0.1995,0.0,0.0,0.704
292,2024-05-19,0.0,0.0,2023/2024,6736.436637,739.3550471,370.1433202,188.6091963,192.6534602,71.48873474,27.65090698,00:55:27,31.34075333,0 days 00:02:47,0 days 00:08:09,0 days 00:19:12,0 days 00:21:55,0 days 00:00:48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.876,0.664,0.4555,0.62,0.43,0.625,0.876,0.43,0.49,1.1365,0.0,0.0,0.49,0.0,0.49,0.1995,0.0,0.0,0.704
293,2024-05-20,1.0,-10.0,2023/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.876,0.664,0.4555,0.62,0.43,0.625,0.876,0.43,0.49,1.1365,0.0,0.0,0.49,0.0,0.49,0.1995,0.0,0.0,0.704
294,2024-05-21,2.0,-10.0,2023/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.876,0.664,0.4655,0.62,0.43,0.625,0.876,0.43,0.49,1.1365,0.0,0.0,0.49,0.0,0.49,0.1995,0.0,0.0,0.704
295,2024-05-22,3.0,-10.0,2023/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.876,0.664,0.4655,0.62,0.43,0.625,0.876,0.43,0.49,1.1365,0.0,0.0,0.49,0.0,0.49,0.1995,0.0,0.0,0.704
296,2024-05-23,4.0,-10.0,2023/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.876,0.664,0.4655,0.62,0.43,0.625,0.876,0.43,0.49,1.1365,0.0,0.0,0.49,0.0,0.49,0.1995,0.0,0.0,0.704
297,2024-05-24,5.0,-10.0,2023/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.876,0.664,0.4655,0.62,0.43,0.625,0.876,0.43,0.49,1.1365,0.0,0.0,0.49,0.0,0.49,0.1995,0.0,0.0,0.704
298,2024-05-25,6.0,-10.0,2023/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.876,0.664,0.4655,0.62,0.43,0.625,0.876,0.43,0.49,1.1365,0.0,0.0,0.49,0.0,0.49,0.1995,0.0,0.0,0.704
299,2024-05-26,7.0,-10.0,2023/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.876,0.664,0.4655,0.62,0.43,0.625,0.876,0.43,0.49,1.1365,0.0,0.0,0.49,0.0,0.49,0.1995,0.0,0.0,0.704
300,2024-05-27,8.0,-10.0,2023/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.876,0.664,0.4655,0.62,0.43,0.625,0.876,0.43,0.49,1.1365,0.0,0.0,0.49,0.0,0.49,0.1995,0.0,0.0,0.704
301,2024-05-28,9.0,-10.0,2023/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.876,0.664,0.4655,0.62,0.43,0.625,0.876,0.43,0.49,1.1365,0.0,0.0,0.49,0.0,0.49,0.1995,0.0,0.0,0.704
302,2024-05-29,10.0,-10.0,2023/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.876,0.664,0.4655,0.62,0.43,0.625,0.876,0.43,0.49,1.1365,0.0,0.0,0.49,0.0,0.49,0.1995,0.0,0.0,0.704
303,2024-05-30,10.0,-10.0,2023/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.876,0.664,0.4655,0.62,0.43,0.625,0.876,0.43,0.49,1.1365,0.0,0.0,0.49,0.0,0.49,0.1995,0.0,0.0,0.704
304,2024-05-31,10.0,-10.0,2023/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.876,0.664,0.4655,0.62,0.43,0.625,0.876,0.43,0.49,1.1365,0.0,0.0,0.49,0.0,0.49,0.1995,0.0,0.0,0.704
305,2024-08-01,1.0,-2.0,2024/2025,5063.106666,212.9568244,83.52647768,35.62284474,128.1536848,36.73903158,12.60403991,01:16:32,30.51006667,0 days 00:01:57,0 days 00:07:39,0 days 00:15:56,0 days 00:15:55,0 days 00:00:12,0.0,0.0,-0.098812261,0.0,0.0,0.0,0.0,0.7435897435897436,-0.257931034,0.358974359,-0.336428571,0.7435897435897436,0.005057471,0.428,0.852,0.652,0.484,0.749,0.428,0.6795,0.852,0.428,0.7305,1.032,0.384,0.372,0.7305,0.372,0.7305,0.756,0.384,0.0,0.96
306,2024-08-02,2.0,-1.0,2024/2025,4663.330765,0.0,10.87561004,6.519982557,100.6073682,27.51595108,8.656532023,01:29:52,28.8066,0 days 00:15:41,0 days 00:31:21,0 days 00:16:13,0 days 00:03:36,0 days 00:00:10,0.0,0.0,0.047460317,0.0,0.0,0.0,0.0,0.6774193548387096,0.0295238095238095,0.096774194,0.1933333333333333,0.6774193548387096,0.05,0.428,0.852,0.652,0.484,0.749,0.428,0.6795,0.852,0.428,0.7305,1.032,0.384,0.372,0.7305,0.372,0.7305,0.756,0.384,0.0,0.96
307,2024-08-03,0.0,0.0,2024/2025,9183.916333,428.1134639,172.868841,55.60738956,193.9176814,71.67657234,25.49765486,01:47:44,31.18526,0 days 00:06:33,0 days 00:15:37,0 days 00:16:36,0 days 00:09:10,0 days 00:00:29,0.0,0.0,0.015846561,0.0,0.0,0.0,0.0,0.6774193548387096,-0.028095238,0.064516129,0.195,0.6774193548387096,0.0271428571428571,0.428,0.852,0.652,0.484,0.749,0.428,0.6795,0.852,0.428,0.7305,1.032,0.384,0.372,0.7305,0.372,0.7305,0.756,0.384,0.0,0.96
308,2024-08-04,1.0,-2.0,2024/2025,2494.611114,213.8031517,99.14726783,31.85746937,57.57511724,13.44381391,6.511747212,00:36:51,30.01695,0 days 00:02:18,0 days 00:03:10,0 days 00:05:42,0 days 00:01:58,0 days 00:00:02,0.0,0.0,-0.111363636,0.0,0.0,0.0,0.0,0.6875,-0.194090909,0.140625,-0.06,0.6875,-0.162272727,0.428,0.852,0.652,0.484,0.749,0.428,0.6795,0.852,0.428,0.7305,1.032,0.384,0.372,0.7305,0.372,0.7305,0.756,0.384,0.0,0.96
