,date,md_plus_code,md_minus_code,season,distance,distance_over_21,distance_over_24,distance_over_27,accel_decel_over_2_5,accel_decel_over_3_5,accel_decel_over_4_5,day_duration,peak_speed,hr_zone_1_hms,hr_zone_2_hms,hr_zone_3_hms,hr_zone_4_hms,hr_zone_5_hms
429,2023-12-05,2,-1,2023/2024,3055.510343,96.91800801,23.70756549,16.356805,58.70277507,20.77369187,8.477298395,0 days 01:07:21.468088800,29.6784,0 days 00:07:22,0 days 00:20:25,0 days 00:13:33,0 days 00:08:08,0 days 00:00:04
430,2023-12-06,0,0,2023/2024,9419.139201,549.198981,102.3681879,43.58530622,214.2410672,83.99044751,26.27119977,0 days 01:44:44.397846,30.33246,0 days 00:06:48,0 days 00:14:37,0 days 00:12:50,0 days 00:11:54,0 days 00:00:08
431,2023-12-07,1,-3,2023/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
432,2023-12-08,2,-2,2023/2024,3595.21739,102.8026891,1.289675429,0.0,75.67131008,28.41260383,6.248542417,0 days 00:38:43.262166,23.9796,0 days 00:02:42,0 days 00:05:41,0 days 00:07:18,0 days 00:03:29,0 days 00:00:02
433,2023-12-09,3,-1,2023/2024,3778.967953,161.0726843,46.83160897,7.408904258,90.12832908,29.18636056,5.320198915,0 days 01:21:59.940209400,27.5495,0 days 00:11:30,0 days 00:25:29,0 days 00:14:41,0 days 00:05:51,0 days 00:00:01
434,2023-12-10,0,0,2023/2024,5278.865402,302.4133556,141.0032412,60.01239888,107.1249338,36.39875536,11.32500619,0 days 01:01:19.303569600,30.888825,0 days 00:02:49,0 days 00:13:54,0 days 00:20:48,0 days 00:13:36,0 days 00:00:06
435,2023-12-11,1,-5,2023/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
436,2023-12-12,2,-4,2023/2024,5853.019555,262.4406195,68.63428427,31.92490189,219.4586556,78.9241544,20.87173581,0 days 02:03:47.594760,30.077125,0 days 00:10:13,0 days 00:30:41,0 days 00:24:30,0 days 00:26:08,0 days 00:00:14
437,2023-12-13,3,-3,2023/2024,5809.329109,142.5283048,29.70404613,0.0,155.3363906,42.82348185,10.9624796,0 days 01:23:43.191056400,25.9416,0 days 00:02:14,0 days 00:14:34,0 days 00:20:37,0 days 00:17:38,0 days 00:00:05
438,2023-12-14,4,-2,2023/2024,1866.383726,51.84480855,25.29623853,7.488116398,32.44484528,11.91915968,2.362790618,0 days 00:52:22.415203200,27.7746,0 days 00:07:02,0 days 00:18:31,0 days 00:12:28,0 days 00:01:47,0 days 00:00:03
439,2023-12-15,5,-1,2023/2024,3514.641371,36.09464269,17.0592135,14.73825337,64.79418358,21.08519326,2.95507343,0 days 00:44:17.072915400,29.7981,0 days 00:03:33,0 days 00:11:39,0 days 00:10:28,0 days 00:04:17,0 days 00:00:10
440,2023-12-16,0,0,2023/2024,4938.844863,27.90778,36.40755772,61.88459093,92.62974664,42.28617533,14.16579864,0 days 00:44:04.615879200,31.4148819,0 days 00:03:22,0 days 00:07:43,0 days 00:07:05,0 days 00:05:45,0 days 00:01:10
441,2023-12-17,1,-2,2023/2024,4973.529003,171.4194448,60.7363976,0.545095189,109.3052829,38.6869528,8.222272671,0 days 01:21:53.001219600,26.736,0 days 00:07:42,0 days 00:23:45,0 days 00:18:59,0 days 00:07:23,0 days 00:00:00
442,2023-12-18,2,-1,2023/2024,4524.130732,63.85836422,20.79359749,22.4161233,120.7907865,27.98816361,6.489140325,0 days 01:18:20.426806200,30.4723,0 days 00:04:50,0 days 00:20:25,0 days 00:19:59,0 days 00:09:16,0 days 00:00:14
443,2023-12-19,0,0,2023/2024,7623.245874,999.7907101,488.845456,188.6630114,159.1773157,57.6698109,16.88853881,0 days 01:23:09.716467800,31.85012,0 days 00:01:48,0 days 00:13:46,0 days 00:31:40,0 days 00:30:01,0 days 00:00:21
444,2023-12-20,1,-4,2023/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
445,2023-12-21,2,-3,2023/2024,3166.618359,261.3571888,31.03597492,11.70285107,98.78356352,32.53608025,8.068782649,0 days 00:45:56.458978800,28.00198571,0 days 00:02:40,0 days 00:09:38,0 days 00:10:23,0 days 00:04:29,0 days 00:00:00
446,2023-12-22,3,-2,2023/2024,4649.094919,251.3418191,58.75061281,13.06449219,123.3658164,40.67019671,11.70191472,0 days 01:06:44.252625,28.69415833,0 days 00:02:19,0 days 00:09:05,0 days 00:19:34,0 days 00:13:27,0 days 00:00:55
447,2023-12-23,4,-1,2023/2024,5125.2198,256.1200096,150.7342586,52.00143855,71.96424448,23.53522215,8.5312037,0 days 01:36:53.908375200,30.8883,0 days 00:16:27,0 days 00:26:47,0 days 00:13:13,0 days 00:04:25,0 days 00:00:00
448,2023-12-24,0,0,2023/2024,9483.852577,230.1689313,106.8301424,31.07974099,189.2693391,66.20669325,20.48255623,0 days 01:49:16.857516,29.8757,0 days 00:09:21,0 days 00:29:27,0 days 00:23:39,0 days 00:12:46,0 days 00:00:00
449,2023-12-25,1,-2,2023/2024,2858.089867,41.40475886,26.44799693,8.466480423,32.0126581,17.5817166,2.616002036,0 days 00:49:36.113518800,27.9558,0 days 00:05:04,0 days 00:14:36,0 days 00:13:24,0 days 00:01:49,0 days 00:00:05
450,2023-12-26,2,-1,2023/2024,3975.319652,39.79670861,18.84074876,3.54129411,126.2577292,41.90250489,8.978679261,0 days 01:19:33.732366600,27.3105,0 days 00:07:54,0 days 00:22:44,0 days 00:22:05,0 days 00:08:21,0 days 00:00:20
451,2023-12-27,0,0,2023/2024,7080.890527,397.5145628,216.946763,83.26034707,184.4594002,72.66511218,25.94368923,0 days 01:08:10.841598,30.87170857,0 days 00:01:43,0 days 00:08:58,0 days 00:20:43,0 days 00:20:01,0 days 00:00:46
452,2023-12-28,1,-2,2023/2024,2831.40135,37.79225606,0.0,1.100152407,64.31760523,19.45836915,3.940454692,0 days 00:50:31.301109,26.6166,0 days 00:04:25,0 days 00:13:19,0 days 00:15:37,0 days 00:03:33,0 days 00:00:09
453,2023-12-29,2,-1,2023/2024,4007.270505,111.6924942,17.97268698,3.92932739,109.4169348,29.96266795,7.305721849,0 days 01:04:58.758176400,27.2842,0 days 00:05:33,0 days 00:18:00,0 days 00:20:57,0 days 00:10:29,0 days 00:00:01
454,2023-12-30,0,0,2023/2024,7479.689355,690.7498297,410.1674373,204.3582614,177.7384835,64.69120475,20.70978047,0 days 00:50:09.960059400,32.04053333,0 days 00:02:36,0 days 00:09:10,0 days 00:32:12,0 days 00:22:22,0 days 00:00:56
455,2023-12-31,1,-6,2023/2024,7034.663255,342.4259964,212.386882,40.84154989,195.4113654,59.82596423,14.9926811,0 days 02:07:00.861438,29.14143333,0 days 00:06:18,0 days 00:30:26,0 days 00:34:55,0 days 00:21:45,0 days 00:00:05
456,2024-01-01,2,-5,2023/2024,3763.62156,285.9641248,126.4271342,56.28332647,143.1926115,44.59079698,9.692523481,0 days 00:59:08.131408800,30.78977857,0 days 00:03:13,0 days 00:05:19,0 days 00:19:19,0 days 00:23:32,0 days 00:00:48
457,2024-01-02,3,-4,2023/2024,5475.247135,180.8999438,94.76641946,19.55426245,214.1984716,75.25086868,19.50872263,0 days 01:37:14.651640,28.23124667,0 days 00:03:52,0 days 00:22:58,0 days 00:17:58,0 days 00:27:23,0 days 00:00:07
458,2024-01-03,4,-3,2023/2024,8746.808456,414.266171,163.0357095,79.57320626,180.3897862,60.28968518,17.66931334,0 days 02:01:00.545496,31.8226819,0 days 00:06:04,0 days 00:21:34,0 days 00:25:36,0 days 00:15:42,0 days 00:00:32
459,2024-01-04,5,-2,2023/2024,3134.943069,5.738610729,17.4887717,7.343682472,105.5355604,39.35032742,8.862770469,0 days 01:13:43.333916400,27.7825,0 days 00:09:10,0 days 00:24:34,0 days 00:20:30,0 days 00:08:02,0 days 00:00:15
460,2024-01-05,6,-1,2023/2024,4422.351734,220.8909618,69.2041885,3.225913072,120.789707,32.93758627,8.709385631,0 days 01:21:59.823792,27.2138,0 days 00:04:56,0 days 00:22:56,0 days 00:24:44,0 days 00:11:28,0 days 00:00:03
461,2024-01-06,0,0,2023/2024,10831.70678,822.7140724,348.2166817,140.2795224,266.5957033,100.5267384,36.23496579,0 days 01:45:13.808580,30.80376,0 days 00:07:34,0 days 00:10:09,0 days 00:03:23,0 days 00:10:17,0 days 00:00:14
462,2024-01-07,1,-2,2023/2024,2943.781236,64.28767178,32.82206816,1.2127601,65.16148509,20.17404725,6.053023105,0 days 01:04:16.856844,26.998,0 days 00:07:37,0 days 00:22:53,0 days 00:14:26,0 days 00:06:16,0 days 00:00:00
463,2024-01-08,2,-1,2023/2024,3629.951717,0.0,15.95401659,9.834644045,130.350103,41.37135174,9.376283891,0 days 01:01:51.475969800,28.4214,0 days 00:05:26,0 days 00:13:48,0 days 00:19:13,0 days 00:15:45,0 days 00:01:38
464,2024-01-09,0,0,2023/2024,8589.187292,906.2672906,463.3741315,157.3920573,169.9471391,72.58950333,27.88169578,0 days 01:16:38.483205600,31.33022,0 days 00:02:51,0 days 00:10:16,0 days 00:13:01,0 days 00:23:53,0 days 00:00:33
465,2024-01-10,1,-3,2023/2024,5709.560254,132.7979623,85.02969186,55.93927915,138.1062703,44.65527333,13.48055286,0 days 01:16:55.176159600,30.90984857,0 days 00:01:49,0 days 00:07:26,0 days 00:16:38,0 days 00:21:11,0 days 00:00:18
466,2024-01-11,2,-2,2023/2024,5518.416086,124.5417028,13.5053778,16.21131402,169.6635112,52.46915423,12.4344509,0 days 01:19:50.889221400,29.7669,0 days 00:01:54,0 days 00:15:32,0 days 00:23:42,0 days 00:20:03,0 days 00:00:02
467,2024-01-12,3,-1,2023/2024,3102.248466,72.37177725,5.612639721,15.64382849,87.00564071,18.59486418,2.528923219,0 days 00:33:12.259201200,29.9855,0 days 00:03:19,0 days 00:04:32,0 days 00:05:22,0 days 00:07:51,0 days 00:00:00
468,2024-01-13,0,0,2023/2024,1935.471089,93.73276103,80.28036728,130.0962033,33.31429745,8.577618542,0.842919656,0 days 00:55:54.941727600,31.500525,0 days 00:08:43,0 days 00:16:21,0 days 00:09:46,0 days 00:01:52,0 days 00:00:01
469,2024-01-14,1,-9,2023/2024,5861.672813,241.2091218,7.283584987,0.0,162.6116355,51.18437511,14.20096366,0 days 01:28:32.741055600,24.8621,0 days 00:04:08,0 days 00:14:38,0 days 00:19:02,0 days 00:17:55,0 days 00:00:26
470,2024-01-15,2,-8,2023/2024,5341.723039,413.8544146,182.3661079,24.37419146,107.022116,32.99943272,6.39138919,0 days 01:22:22.998069600,28.41166333,0 days 00:05:04,0 days 00:26:04,0 days 00:21:22,0 days 00:10:44,0 days 00:00:04
471,2024-01-16,3,-7,2023/2024,5464.855965,40.97725647,13.99397075,3.81409173,97.96153614,21.64003403,2.611565595,0 days 01:25:46.538510400,27.2522,0 days 00:07:09,0 days 00:23:24,0 days 00:24:57,0 days 00:08:14,0 days 00:00:24
472,2024-01-17,4,-6,2023/2024,3244.280098,73.76017903,0.0,4.692360593,71.43619296,16.05278839,3.525802836,0 days 00:57:32.983977600,27.922,0 days 00:03:52,0 days 00:16:30,0 days 00:18:21,0 days 00:05:10,0 days 00:00:01
473,2024-01-18,5,-5,2023/2024,3368.721266,55.0963926,54.06830845,4.376061565,119.7033665,46.30126968,12.87073738,0 days 00:53:10.476630,27.2542,0 days 00:03:33,0 days 00:14:29,0 days 00:20:51,0 days 00:09:21,0 days 00:00:14
474,2024-01-19,6,-4,2023/2024,4307.578634,195.5900485,80.47888676,7.913238014,99.91214987,24.94448891,5.993145724,0 days 01:08:06.789395400,27.4885,0 days 00:05:40,0 days 00:17:34,0 days 00:15:51,0 days 00:04:43,0 days 00:00:00
475,2024-01-20,7,-3,2023/2024,7122.287136,132.5374923,42.57768566,17.55882339,135.8141332,36.68207884,6.670683457,0 days 01:39:43.871661600,29.0863,0 days 00:09:41,0 days 00:28:32,0 days 00:22:43,0 days 00:10:47,0 days 00:00:01
476,2024-01-21,8,-2,2023/2024,3447.711599,29.0206927,19.92594054,0.0,99.83454272,26.31765762,9.178680269,0 days 01:11:20.310118200,25.8224,0 days 00:08:07,0 days 00:22:46,0 days 00:19:48,0 days 00:10:34,0 days 00:00:46
477,2024-01-22,9,-1,2023/2024,4345.954022,83.8873607,23.26148802,0.0,82.38594077,19.22556784,8.174221042,0 days 01:14:11.801546400,25.8985,0 days 00:08:35,0 days 00:24:33,0 days 00:14:25,0 days 00:05:26,0 days 00:00:00
478,2024-01-23,0,0,2023/2024,4254.805877,444.0975116,275.0558022,98.54446488,85.47929268,33.54714394,12.42059375,0 days 00:40:50.938480200,30.896145,0 days 00:01:04,0 days 00:01:17,0 days 00:00:59,0 days 00:00:42,0 days 00:00:00
479,2024-01-24,1,-2,2023/2024,3721.958901,132.4459734,25.23462867,2.909809296,116.334591,34.20030111,10.05196293,0 days 01:07:50.860076400,27.1181,0 days 00:05:26,0 days 00:19:44,0 days 00:20:48,0 days 00:10:54,0 days 00:00:12
480,2024-01-25,2,-1,2023/2024,5659.661552,116.8716779,64.52823645,10.77087347,168.4917259,49.1161861,13.37099509,0 days 01:07:57.876744,28.41306667,0 days 00:01:50,0 days 00:10:49,0 days 00:17:06,0 days 00:16:07,0 days 00:01:37
481,2024-01-26,0,0,2023/2024,8511.060839,568.4758788,198.2367716,14.75186374,199.1596621,69.93265836,23.28060778,0 days 01:06:34.082812800,27.70963,0 days 00:02:24,0 days 00:10:27,0 days 00:19:42,0 days 00:18:15,0 days 00:00:30
482,2024-01-27,1,-4,2023/2024,2694.229565,104.7200045,45.52331666,18.26790378,34.4141696,6.323007078,2.975741381,0 days 00:29:55.939782,28.92256667,0 days 00:04:01,0 days 00:02:17,0 days 00:02:08,0 days 00:01:47,0 days 00:00:00
483,2024-01-28,2,-3,2023/2024,4133.981438,73.57080316,129.5660623,27.52415781,87.40684371,28.19903647,7.394287988,0 days 01:09:59.424227400,28.98809667,0 days 00:08:44,0 days 00:21:29,0 days 00:16:27,0 days 00:05:18,0 days 00:00:00
484,2024-01-29,3,-2,2023/2024,4244.414311,98.49548262,17.86344914,0.0,145.155625,50.6615521,15.13300595,0 days 01:15:06.493833600,25.6499,0 days 00:03:21,0 days 00:17:39,0 days 00:22:44,0 days 00:19:56,0 days 00:01:35
485,2024-01-30,4,-1,2023/2024,4953.214085,42.38483725,40.45180901,2.00775606,118.1842285,30.64979999,8.667437896,0 days 01:18:54.494576400,27.1316,0 days 00:05:14,0 days 00:23:12,0 days 00:24:21,0 days 00:13:05,0 days 00:00:14
486,2024-01-31,0,0,2023/2024,9901.730001,662.1078996,497.4836735,286.564259,211.6648729,86.59323465,32.1709778,0 days 01:26:16.002676800,31.9429,0 days 00:05:09,0 days 00:15:04,0 days 00:08:49,0 days 00:21:58,0 days 00:00:47
487,2024-02-01,1,-3,2023/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
488,2024-02-02,2,-2,2023/2024,4330.693294,27.53399217,6.177371872,2.393489677,177.5298529,52.62659962,12.01963406,0 days 01:20:32.490981,27.0306,0 days 00:05:59,0 days 00:20:58,0 days 00:23:49,0 days 00:15:48,0 days 00:01:01
489,2024-02-03,3,-1,2023/2024,4746.300544,99.92373405,0.0,15.32962838,98.69689493,29.06460727,6.814773398,0 days 01:12:45.895265400,29.7086,0 days 00:04:24,0 days 00:18:41,0 days 00:19:06,0 days 00:08:12,0 days 00:00:04
490,2024-02-04,0,0,2023/2024,9767.514052,809.2518144,474.7958006,196.8253259,244.1429992,97.21404661,35.69733353,0 days 02:04:12.999138,31.57042,0 days 00:11:21,0 days 00:06:21,0 days 00:08:42,0 days 00:11:10,0 days 00:00:06
491,2024-02-05,1,-2,2023/2024,3211.595364,131.22347,16.56961175,0.0,99.64571559,25.15018365,3.909239635,0 days 01:14:34.398828600,25.7461,0 days 00:10:28,0 days 00:23:37,0 days 00:19:08,0 days 00:06:10,0 days 00:00:00
492,2024-02-06,2,-1,2023/2024,2697.592513,76.378314,0.0,0.291711768,56.23341507,13.31666018,2.113367152,0 days 00:51:34.948647,22.6532,0 days 00:06:11,0 days 00:18:33,0 days 00:17:51,0 days 00:02:10,0 days 00:00:00
493,2024-02-07,0,0,2023/2024,7354.290174,817.3928258,301.2665337,154.0268647,154.9381671,52.33586101,15.01099251,0 days 00:57:21.871339800,31.309785,0 days 00:03:07,0 days 00:08:50,0 days 00:29:11,0 days 00:23:46,0 days 00:00:59
494,2024-02-08,1,-4,2023/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
495,2024-02-09,2,-3,2023/2024,1590.147756,57.55970586,27.42736764,9.728455109,57.56887819,22.30235835,8.626559379,0 days 00:29:18.878539200,28.2493,0 days 00:01:47,0 days 00:04:08,0 days 00:03:12,0 days 00:02:59,0 days 00:00:03
496,2024-02-10,3,-2,2023/2024,2257.609911,68.42460334,30.20324469,17.69572254,69.7997681,22.38786451,7.500469313,0 days 00:38:27.404908200,29.38595,0 days 00:02:24,0 days 00:06:34,0 days 00:06:50,0 days 00:03:18,0 days 00:00:01
497,2024-02-11,4,-1,2023/2024,3223.8253,115.9041976,72.80903002,33.87272682,49.91700298,13.7459766,5.171449012,0 days 01:11:09.494217600,30.11305,0 days 00:08:30,0 days 00:19:40,0 days 00:14:24,0 days 00:04:11,0 days 00:00:01
498,2024-02-12,0,0,2023/2024,10342.32785,962.3315438,347.6876898,114.5905111,251.055919,101.821589,37.76492542,0 days 01:34:08.497428599,30.29426,0 days 00:09:45,0 days 00:21:11,0 days 00:03:47,0 days 00:10:39,0 days 00:01:04
499,2024-02-13,1,-4,2023/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
500,2024-02-14,2,-3,2023/2024,6339.669604,524.5877557,201.8791736,54.20959375,210.9260385,75.2151322,21.19648706,0 days 01:32:36.781732800,29.9148,0 days 00:04:36,0 days 00:17:40,0 days 00:31:43,0 days 00:23:47,0 days 00:00:33
501,2024-02-15,3,-2,2023/2024,4264.073723,58.74833788,22.6474501,20.05691063,129.7699678,39.72889884,6.793928424,0 days 01:00:18.557227800,30.067,0 days 00:02:18,0 days 00:12:35,0 days 00:18:12,0 days 00:18:19,0 days 00:02:47
502,2024-02-16,4,-1,2023/2024,5340.037856,197.2505726,70.5675094,21.75704673,87.51444608,33.44497174,8.379496663,0 days 01:34:55.790821800,29.00296667,0 days 00:15:09,0 days 00:34:32,0 days 00:13:05,0 days 00:03:17,0 days 00:00:00
503,2024-02-17,0,0,2023/2024,5083.728783,447.026483,149.5335437,52.19071376,133.6265003,43.85159641,13.85930531,0 days 00:54:41.871621600,30.6994331,0 days 00:02:17,0 days 00:05:39,0 days 00:19:38,0 days 00:23:28,0 days 00:01:15
504,2024-02-18,1,-7,2023/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
505,2024-02-19,2,-6,2023/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
506,2024-02-20,3,-5,2023/2024,3075.462372,28.56071997,0.0,0.0,70.50595149,12.95211225,2.108215437,0 days 00:50:56.377338,22.7889,0 days 00:04:07,0 days 00:16:11,0 days 00:14:59,0 days 00:03:37,0 days 00:00:04
507,2024-02-21,4,-4,2023/2024,6666.275929,417.2933725,245.7094564,107.6711118,145.9334454,51.7321282,19.40458265,0 days 01:30:01.764624600,31.8141,0 days 00:03:15,0 days 00:14:54,0 days 00:36:08,0 days 00:22:42,0 days 00:00:16
508,2024-02-22,5,-3,2023/2024,10263.55192,599.0675971,287.7149933,135.8680835,243.5561388,91.49914041,30.33570853,0 days 02:05:19.484988,31.3338,0 days 00:06:26,0 days 00:10:40,0 days 00:04:09,0 days 00:11:26,0 days 00:00:07
509,2024-02-23,6,-2,2023/2024,1884.491434,44.49593471,0.0,8.25942479,30.24768558,8.551857245,0.0,0 days 01:05:07.126402200,28.8131,0 days 00:14:09,0 days 00:17:15,0 days 00:10:53,0 days 00:02:16,0 days 00:00:02
510,2024-02-24,7,-1,2023/2024,3905.208514,83.94782143,52.16210413,8.632532429,105.2172305,33.61108401,8.866542337,0 days 01:12:41.381102400,27.7169,0 days 00:07:05,0 days 00:23:58,0 days 00:20:55,0 days 00:08:26,0 days 00:00:02
511,2024-02-25,0,0,2023/2024,8337.437971,644.0283201,396.3253502,189.4390122,160.3198727,65.65637503,28.31796731,0 days 01:12:48.079009200,31.8751,0 days 00:02:16,0 days 00:10:14,0 days 00:20:02,0 days 00:22:43,0 days 00:00:43
512,2024-02-26,1,-2,2023/2024,2496.50659,120.2266984,30.81162878,0.0,102.9663195,35.3979514,9.90447222,0 days 00:45:13.574110800,25.9436,0 days 00:03:22,0 days 00:08:42,0 days 00:11:42,0 days 00:09:34,0 days 00:00:05
513,2024-02-27,2,-1,2023/2024,2414.446133,139.0849455,0.0,8.700279884,72.04454869,19.16350855,5.857651461,0 days 01:03:28.632879,28.8903,0 days 00:05:33,0 days 00:16:57,0 days 00:19:30,0 days 00:06:45,0 days 00:00:00
514,2024-02-28,0,0,2023/2024,6252.109057,198.1318969,43.80524044,44.27594735,119.3609488,51.91461326,23.87355312,0 days 01:02:29.751901800,31.9453,0 days 00:03:24,0 days 00:10:23,0 days 00:18:52,0 days 00:15:34,0 days 00:02:12
515,2024-02-29,1,-2,2023/2024,5024.941942,96.88721986,25.13815387,0.0,199.0375011,60.62082657,11.22662539,0 days 01:19:40.709964600,25.9289,0 days 00:01:41,0 days 00:16:59,0 days 00:23:51,0 days 00:27:51,0 days 00:00:34
516,2024-03-01,2,-1,2023/2024,3438.106158,394.5430193,104.7346331,17.6942081,81.04256371,22.03615717,4.669572702,0 days 01:02:34.146898200,28.75382762,0 days 00:04:22,0 days 00:18:04,0 days 00:15:43,0 days 00:10:45,0 days 00:00:01
517,2024-03-02,0,0,2023/2024,6078.277699,599.6286481,119.6717138,0.0,116.4379641,44.87738766,14.878674,0 days 00:36:37.090202400,26.1612,0 days 00:01:38,0 days 00:01:22,0 days 00:20:12,0 days 00:10:52,0 days 00:00:09
518,2024-03-03,1,-8,2023/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
519,2024-03-04,2,-7,2023/2024,5399.358454,209.4866501,109.9305568,12.57433782,125.821709,29.13358551,5.922362972,0 days 01:21:32.173768200,28.65036667,0 days 00:03:30,0 days 00:19:43,0 days 00:22:29,0 days 00:11:14,0 days 00:00:15
520,2024-03-05,3,-6,2023/2024,5570.233412,18.51858327,45.18417824,2.026993041,118.6542378,35.64859515,10.47188024,0 days 01:20:18.103808400,27.1334,0 days 00:04:20,0 days 00:19:09,0 days 00:20:09,0 days 00:12:28,0 days 00:00:11
521,2024-03-06,4,-5,2023/2024,6295.657939,321.700409,95.62122495,45.58562403,146.3207984,39.60508046,11.22805675,0 days 01:29:53.381833800,30.4747,0 days 00:04:13,0 days 00:19:20,0 days 00:21:11,0 days 00:20:54,0 days 00:00:00
522,2024-03-07,5,-4,2023/2024,4822.972115,201.2570107,73.44325744,18.87370564,87.21462382,28.09576168,11.76575224,0 days 01:07:38.127780,28.69338333,0 days 00:08:24,0 days 00:16:12,0 days 00:20:42,0 days 00:08:37,0 days 00:00:01
523,2024-03-08,6,-3,2023/2024,9414.58793,682.5617658,349.232085,155.8067179,182.1034662,70.62889051,22.06763608,0 days 01:38:03.417464400,31.5843,0 days 00:09:23,0 days 00:24:14,0 days 00:17:55,0 days 00:13:44,0 days 00:00:33
524,2024-03-09,7,-2,2023/2024,4988.71711,209.90183,57.32502297,0.296346462,79.00172309,27.74885868,7.637931552,0 days 01:24:08.625461400,26.0764,0 days 00:12:24,0 days 00:27:28,0 days 00:15:04,0 days 00:04:23,0 days 00:00:00
525,2024-03-10,8,-1,2023/2024,2272.246306,39.81888946,16.50489888,0.525657133,47.09492905,8.569877028,1.420429856,0 days 00:51:16.369247399,26.1091,0 days 00:08:29,0 days 00:18:51,0 days 00:10:17,0 days 00:00:50,0 days 00:00:02
526,2024-03-11,0,0,2023/2024,11118.5901,846.9041431,417.8059661,147.6867865,250.3587389,85.50460353,33.0552184,0 days 01:35:22.858393800,31.31204,0 days 00:09:31,0 days 00:24:24,0 days 00:03:31,0 days 00:08:36,0 days 00:00:35
527,2024-03-12,1,-10,2023/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
528,2024-03-13,2,-10,2023/2024,1340.679167,64.45080469,0.0,6.606402365,15.41534328,6.315804552,1.203118605,0 days 00:41:14.586263400,28.7484,0 days 00:04:20,0 days 00:10:30,0 days 00:04:48,0 days 00:00:40,0 days 00:00:01
529,2024-03-14,3,-10,2023/2024,4516.365897,111.6002987,50.86385941,1.923689685,81.828915,28.61950349,8.788668747,0 days 01:42:59.056260,27.1431,0 days 00:12:33,0 days 00:33:52,0 days 00:15:24,0 days 00:05:17,0 days 00:00:00
530,2024-03-15,4,-10,2023/2024,2811.984255,49.84433337,24.09493348,8.599527396,74.28038593,24.39390386,5.997841424,0 days 01:04:31.820527200,27.8927,0 days 00:07:26,0 days 00:19:10,0 days 00:17:56,0 days 00:06:24,0 days 00:00:02
531,2024-03-16,5,-10,2023/2024,8444.69724,459.8513774,189.5914708,71.66319636,96.98142933,36.05531315,8.620868681,0 days 01:33:46.849455,31.22453333,0 days 00:09:25,0 days 00:25:45,0 days 00:28:04,0 days 00:12:16,0 days 00:00:00
532,2024-03-17,6,-10,2023/2024,2402.827379,297.0411028,180.4188507,85.4084675,83.54223147,24.44504931,11.69596883,0 days 00:24:08.064756599,31.30297833,0 days 00:01:00,0 days 00:01:16,0 days 00:01:36,0 days 00:02:24,0 days 00:00:00
533,2024-03-18,7,-10,2023/2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
534,2024-03-19,8,-10,2023/2024,5038.589641,164.6710872,72.09364403,16.15691342,104.5665349,30.79283185,5.027010511,0 days 01:32:20.872694400,28.56799167,0 days 00:17:17,0 days 00:27:52,0 days 00:18:48,0 days 00:04:00,0 days 00:00:04
535,2024-03-20,9,-10,2023/2024,4034.132425,140.3620499,50.9933354,0.0,49.92673218,19.06642788,3.557055875,0 days 01:16:55.826395200,26.67682,0 days 00:13:35,0 days 00:15:21,0 days 00:13:40,0 days 00:04:44,0 days 00:00:01
536,2024-03-21,10,-9,2023/2024,3365.146495,17.6524869,22.46833352,0.0,109.3075261,32.02623587,6.608020462,0 days 01:04:13.053205200,25.7645,0 days 00:06:24,0 days 00:20:27,0 days 00:21:01,0 days 00:08:40,0 days 00:00:18
